segment,confidence,domain,name,country,pricing_tier,has_public_api,data_language_score,creator_language_score,fraud_or_accuracy_emphasis,scale_vs_accuracy_bias,primary_buyer_persona,integrations_mentioned,customer_logos_mentioned,api_signal_quote,onsocial_fit_hypothesis,error
REVIEW_UGC,0.8,letx.co,,,UNKNOWN,,2,1,False,scale,marketer_at_brand,,,,"LetX focuses on lead generation and conversions, which may require creator/audience data to enhance marketing strategies and improve engagement.",
REVIEW_UGC,0.85,inlead.fr,,,UNKNOWN,,2,1,False,mixed,agency,,Nestenn; Les Savants Fous; La Compagnie des Familles; Crédit Agricole Anjou Maine; Mail Boxes Etc.; Speed Burger; Générale Des Services,,Inlead may benefit from creator/audience data to enhance their digital marketing campaigns and improve engagement for their clients' local businesses.,
LOYALTY_COMMUNITY,0.65,coincollect.org,,,UNKNOWN,,2,3,False,mixed,unclear,,,,"CoinCollect may not directly need creator/audience data as their focus is on NFT holders and DeFi, but understanding creator influence could enhance their marketing strategies.",
REVIEW_UGC,0.8,iopw.com,iOPW inc.,,UNKNOWN,,2,2,False,neither,unclear,,,,"The company may not directly need creator/audience data as their focus seems to be on content publishing and SEO, but they could benefit from such data to enhance their marketing strategies.",
SOCIAL_LISTENING,0.9,genylabs.io,,,UNKNOWN,,4,1,False,mixed,marketer_at_brand,,,,"Auris may need creator/audience data to enhance their social listening and media monitoring capabilities, as understanding influencer impact can provide deeper consumer insights.",
REVIEW_UGC,0.9,konfidency.cx,Konfidency,,UNKNOWN,,3,2,False,mixed,ecommerce_brand,Google; WhatsApp,ArtCoco Joias; Dr. Ecommerce; Ela Decora; Agência SouRei; Tok&Stok; TEC4U,,"Konfidency likely needs creator/audience data to enhance their review collection and social proof strategies, which are central to their offerings.",
SOCIAL_LISTENING,0.9,infegy.com,"Infegy, Inc.",,MIDMARKET,,4,2,False,scale,marketer_at_brand,,,,"Infegy would likely benefit from creator/audience data to enhance their consumer insights and social listening capabilities, as understanding influencer impact can provide deeper insights into consumer behavior.",
SOCIAL_LISTENING,0.9,sentione.com,Sentione,,UNKNOWN,,4,1,True,accuracy,marketer_at_brand,,Ogilvy and Mather,,"SentiOne may not directly need creator/audience data as their focus is on social listening and customer analytics, but understanding audience insights could enhance their offerings.",
SOCIAL_LISTENING,0.9,canvs.ai,,,UNKNOWN,,5,1,False,accuracy,marketer_at_brand,Live event feeds; Social platforms; Survey and feedback tools; Enterprise data systems,Fruit of the Loom; Tillamook; PODS; National Geographic; Wellstar Health System,,"Canvs likely needs creator/audience data to enhance their reaction analysis capabilities, as understanding audience sentiment is crucial for brands during live events and public conversations.",
SOCIAL_LISTENING,0.9,neticle.com,Neticle,,UNKNOWN,True,4,1,True,accuracy,marketer_at_brand,,,Neticle Text Analysis API,Neticle's focus on sentiment and semantic analysis suggests that brands may benefit from creator/audience data to enhance their understanding of public opinion and improve engagement strategies.,
SOCIAL_LISTENING,0.85,radaar.io,Radaar,,UNKNOWN,,3,2,False,mixed,agency,,TheFork; Tripadvisor; Fizzio Clinics; PageMaker,,"RADAAR may benefit from creator/audience data to enhance engagement strategies for brands and agencies, helping them better understand their audience and optimize content performance.",
SOCIAL_LISTENING,0.85,traffgen.com,,,UNKNOWN,,4,2,False,mixed,marketer_at_brand,,Wynn Macau; Wynn Palace; City of Dreams; Palazzo; Novomatic; Casino Del Sol; Rolling Hills,,TraffGen may benefit from creator/audience data to enhance their social insight capabilities and improve marketing strategies for casinos.,
SOCIAL_LISTENING,0.9,wizikey.com,Wizikey,,UNKNOWN,,4,1,False,mixed,marketer_at_brand,,Blockchain.com; Antler; WebEngage; Bajaj Capital; Yellow.ai; GAF Energy; Moove; Airspace Link Inc.; Workfusion; Atom Computing; Dell Technologies; Amazon; Dezerv; Juniper Green Energy; Experion,,"Wizikey may not directly need creator/audience data as their focus is on media monitoring and PR insights, but understanding audience sentiment could enhance their offerings.",
SOCIAL_LISTENING,0.7,emediamonitor.net,,,CONTACT_SALES,,4,1,False,scale,marketer_at_brand,Ubermetrics Delta,Sensika; Ubermetrics Technologies GmbH; CISION; Siglo Data MMI; OrnicoGroup (Pty) Ltd.; PR Newswire; Clip News; Lucidya; Roth Multimedia Inc.,,eMedia Monitor could benefit from creator/audience data to enhance their media monitoring capabilities and provide deeper insights into audience engagement with broadcast content.,
REVIEW_UGC,0.7,collegedunia.com,Collegedunia,,UNKNOWN,,1,1,False,neither,unclear,,,,"Collegedunia does not appear to focus on creator or audience data, as it primarily provides information about colleges and courses in India.",
